episode,time,total_flows,successful_flows,dropped_flows,in_network_flows,avg_end2end_delay
1,9200.0,3435,527,2902,6,29.702087286527515
1,9300.0,3469,530,2935,4,29.671698113207547
1,9400.0,3505,533,2970,2,29.703564727954973
1,9500.0,3543,542,2995,6,29.66420664206642
1,9600.0,3589,548,3034,7,29.682481751824817
1,9700.0,3644,557,3080,7,29.788150807899463
1,9800.0,3697,564,3126,7,29.81382978723404
1,9900.0,3744,571,3166,7,29.877408056042032
1,10000.0,3786,578,3203,5,29.877162629757784
1,10100.0,3817,585,3227,5,29.875213675213676
1,10200.0,3851,590,3257,4,29.886440677966103
1,10300.0,3881,593,3279,9,29.890387858347385
1,10400.0,3912,597,3307,8,29.899497487437184
1,10500.0,3945,600,3336,9,29.873333333333335
1,10600.0,3977,605,3365,7,29.88099173553719
1,10700.0,4017,612,3398,7,29.877450980392158
1,10800.0,4044,620,3419,5,29.91774193548387
1,10900.0,4075,626,3445,4,29.88817891373802
1,11000.0,4107,632,3468,7,29.94778481012658
1,11100.0,4132,638,3487,7,29.921630094043888
1,11200.0,4164,640,3519,5,29.8984375
1,11300.0,4199,647,3548,4,29.868624420401854
1,11400.0,4232,653,3574,5,29.87748851454824
1,11500.0,4267,659,3602,6,29.851289833080425
1,11600.0,4297,663,3632,2,29.867269984917044
1,11700.0,4329,666,3658,5,29.846846846846848
1,11800.0,4360,673,3681,6,29.835066864784547
1,11900.0,4426,680,3735,11,29.82941176470588
1,12000.0,4480,686,3788,6,29.848396501457724
1,12100.0,4522,695,3820,7,29.88776978417266
1,12200.0,4570,702,3861,7,29.943019943019944
1,12300.0,4618,707,3900,11,29.97029702970297
1,12400.0,4680,717,3955,8,30.01952580195258
1,12500.0,4727,723,3995,9,30.04979253112033
1,12600.0,4774,730,4039,5,30.013698630136986
1,12700.0,4809,739,4059,11,30.05277401894452
1,12800.0,4864,747,4112,5,30.05756358768407
1,12900.0,4917,753,4156,8,30.07038512616202
1,13000.0,4953,757,4190,6,30.0554821664465
1,13100.0,4999,763,4229,7,30.031454783748362
1,13200.0,5051,771,4272,8,30.084306095979247
1,13300.0,5098,774,4316,8,30.1046511627907
1,13400.0,5147,779,4363,5,30.123234916559692
1,13500.0,5204,783,4415,6,30.120051085568328
1,13600.0,5244,790,4445,9,30.143037974683544
1,13700.0,5290,800,4485,5,30.1075
1,13800.0,5349,806,4535,8,30.122828784119108
1,13900.0,5391,810,4572,9,30.133333333333333
1,14000.0,5445,819,4618,8,30.09035409035409
1,14100.0,5472,822,4641,9,30.097323600973237
1,14200.0,5505,826,4677,2,30.10411622276029
1,14300.0,5540,832,4703,5,30.075721153846153
1,14400.0,5569,838,4726,5,30.056085918854414
1,14500.0,5602,842,4754,6,30.041567695961994
1,14600.0,5641,846,4789,6,30.03191489361702
1,14700.0,5680,853,4821,6,30.02696365767878
1,14800.0,5712,862,4845,5,30.020881670533644
1,14900.0,5748,865,4877,6,30.028901734104046
1,15000.0,5783,876,4902,5,30.017123287671232
1,15100.0,5810,883,4926,1,30.04303510758777
1,15200.0,5849,889,4954,6,30.043869516310462
1,15300.0,5885,894,4988,3,30.05145413870246
1,15400.0,5914,901,5009,4,30.016648168701444
1,15500.0,5951,908,5035,8,30.023127753303964
1,15600.0,5985,912,5067,6,30.023026315789473
1,15700.0,6037,914,5115,8,30.043763676148796
1,15800.0,6059,921,5135,3,30.02931596091205
1,15900.0,6092,929,5160,3,30.05059203444564
1,16000.0,6130,937,5184,9,30.034151547491994
1,16100.0,6157,945,5207,5,30.052910052910054
1,16200.0,6194,950,5241,3,30.03684210526316
1,16300.0,6240,957,5277,6,30.03239289446186
1,16400.0,6270,962,5301,7,30.032224532224532
1,16500.0,6302,969,5328,5,30.015479876160992
1,16600.0,6337,976,5358,3,29.99282786885246
1,16700.0,6360,978,5378,4,29.98670756646217
1,16800.0,6390,987,5397,6,30.00607902735562
1,16900.0,6421,998,5417,6,30.011022044088175
1,17000.0,6464,1005,5453,6,30.02786069651741
1,17100.0,6494,1012,5475,7,30.029644268774703
1,17200.0,6538,1017,5516,5,30.049164208456244
1,17300.0,6596,1022,5566,8,30.04500978473581
1,17400.0,6657,1031,5623,3,30.04364694471387
1,17500.0,6694,1032,5656,6,30.051356589147286
1,17600.0,6746,1036,5703,7,30.06177606177606
1,17700.0,6810,1045,5760,5,30.086124401913874
1,17800.0,6857,1048,5799,10,30.104007633587788
1,17900.0,6911,1054,5845,12,30.13092979127135
1,18000.0,6962,1057,5901,4,30.12961210974456
1,18100.0,7000,1064,5929,7,30.100563909774436
1,18200.0,7044,1069,5964,11,30.12909260991581
1,18300.0,7088,1078,6005,5,30.165120593692023
1,18400.0,7124,1087,6032,5,30.162833486660535
1,18500.0,7186,1091,6082,13,30.153070577451878
1,18600.0,7256,1099,6146,11,30.177434030937217
1,18700.0,7310,1108,6192,10,30.197653429602887
1,18800.0,7358,1112,6242,4,30.222122302158272
1,18900.0,7403,1119,6277,7,30.228775692582662
1,19000.0,7451,1125,6317,9,30.24088888888889
1,19100.0,7497,1130,6358,9,30.257522123893807
1,19200.0,7547,1137,6402,8,30.24538258575198
1,19300.0,7597,1145,6443,9,30.255021834061136
1,19400.0,7649,1152,6489,8,30.241319444444443
1,19500.0,7700,1156,6534,10,30.220588235294116
1,19600.0,7760,1163,6584,13,30.196904557179707
1,19700.0,7811,1172,6632,7,30.204778156996586
1,19800.0,7858,1176,6672,10,30.197278911564627
1,19900.0,7900,1184,6705,11,30.18581081081081
1,20000.0,7955,1192,6755,8,30.196308724832214
